SaleID,price
200000,1237.060971
200001,1587.497081
200002,7787.576604
200003,1196.157351
200004,2201.041198
200005,1327.589026
200006,475.343723
200007,3344.772511
200008,10720.25879
200009,717.9218764
200010,710.6756878
200011,2185.74604
200012,5659.266401
200013,7097.816773
200014,1387.439539
200015,345.0544418
200016,1949.799704
200017,8324.927384
200018,7497.324819
200019,569.1096158
200020,21983.34432
200021,6994.110935
200022,2329.243769
200023,1480.213623
200024,898.2560271
200025,7526.943774
200026,517.3794553
200027,11798.80345
200028,4649.920607
200029,7141.650312
200030,17486.56603
200031,7726.927823
200032,637.9551293
200033,12868.53064
200034,799.2390283
200035,1884.219349
200036,13545.44877
200037,5889.106395
200038,1326.892844
200039,383.9326575
200040,765.3557722
200041,18141.73485
200042,578.1981076
200043,6873.587335
200044,18868.82265
200045,723.7126744
200046,16093.81314
200047,16164.57242
200048,2335.744053
200049,2767.422323
200050,628.3542154
200051,4048.401341
200052,2619.999682
200053,543.2450399
200054,12955.30074
200055,9894.025511
200056,7720.999669
200057,3438.74107
200058,1018.545236
200059,4877.533047
200060,7755.810445
200061,1389.741588
200062,5556.804426
200063,8872.093504
200064,1286.683971
200065,2299.861909
200066,591.2026508
200067,9944.077585
200068,253.3927821
200069,18260.3981
200070,8308.156872
200071,295.7752237
200072,5338.822457
200073,16660.66342
200074,4441.443981
200075,13504.42883
200076,3105.83679
200077,467.3802917
200078,473.0686149
200079,3190.374044
200080,3430.440135
200081,1695.56076
200082,3641.051893
200083,595.2746644
200084,1310.051363
200085,1316.07317
200086,6531.672436
200087,3300.498379
200088,2723.131601
200089,23676.99972
200090,2902.314224
200091,289.8349789
200092,2365.665876
200093,16080.41117
200094,7514.514481
200095,5502.292478
200096,2465.638014
200097,1328.986204
200098,440.6167345
200099,12428.67305
200100,20737.07717
200101,8005.926769
200102,1702.946301
200103,11256.35095
200104,5047.925887
200105,3152.415983
200106,8596.953744
200107,1843.008816
200108,14108.58941
200109,8269.529307
200110,957.8984285
200111,1736.718651
200112,1862.197861
200113,802.8222847
200114,2536.114453
200115,1408.71287
200116,12119.39062
200117,14356.02162
200118,52990.74361
200119,345.9435431
200120,2763.643537
200121,2845.816423
200122,780.9068702
200123,2101.583943
200124,50617.60919
200125,786.0600397
200126,3510.036343
200127,13293.56112
200128,1718.517039
200129,5348.087524
200130,3503.148903
200131,2546.84525
200132,1116.592554
200133,2937.562196
200134,1072.178733
200135,2267.779366
200136,3483.863277
200137,863.0400879
200138,8343.390494
200139,6138.653413
200140,1909.857897
200141,1491.043863
200142,5197.319183
200143,5539.985895
200144,1366.405821
200145,5006.869419
200146,2007.644636
200147,3523.764283
200148,2394.102735
200149,275.3316412
200150,9760.98098
200151,3939.255409
200152,722.0534643
200153,562.5200333
200154,7314.635073
200155,3303.287943
200156,14881.62517
200157,9098.81893
200158,11167.18818
200159,1240.229385
200160,6803.656183
200161,7853.580707
200162,6361.748542
200163,1144.180652
200164,16502.98043
200165,14466.70185
200166,23104.66093
200167,3238.672447
200168,41320.1541
200169,946.0954377
200170,2317.216142
200171,7531.354988
200172,2208.3615
200173,30343.43981
200174,800.8723611
200175,1906.428049
200176,7577.348154
200177,5413.072792
200178,5094.925499
200179,3330.892718
200180,915.3388508
200181,16245.08986
200182,4562.128667
200183,1616.689149
200184,2253.267823
200185,3848.42207
200186,2684.229016
200187,7140.075173
200188,11078.88427
200189,9800.246721
200190,3938.796836
200191,2989.995257
200192,1100.622462
200193,3566.835888
200194,7675.065559
200195,2284.927074
200196,800.5287243
200197,21990.80885
200198,1419.394752
200199,4131.05959
200200,706.8986365
200201,6893.570596
200202,1946.443091
200203,1635.024377
200204,7254.677012
200205,5160.928865
200206,825.2445709
200207,3843.403837
200208,5299.386903
200209,1393.525775
200210,12000.37706
200211,5887.203221
200212,6829.482887
200213,8360.948523
200214,18397.12539
200215,7076.512621
200216,2797.122395
200217,1166.390999
200218,9468.878314
200219,1169.587501
200220,2316.181404
200221,6266.287243
200222,2160.927663
200223,688.0003788
200224,13992.94366
200225,3792.826095
200226,1072.33964
200227,8492.663504
200228,304.041215
200229,6624.655362
200230,7889.769427
200231,4085.386906
200232,1008.128418
200233,7131.224682
200234,426.6171674
200235,7547.436462
200236,5374.622229
200237,3974.161031
200238,7239.887997
200239,8317.390552
200240,21260.90235
200241,11377.05156
200242,3201.633709
200243,3026.716438
200244,6790.183313
200245,4260.86094
200246,4274.491787
200247,1302.853302
200248,353.7189279
200249,9443.212398
200250,22596.57103
200251,10312.842
200252,735.3081201
200253,8110.446506
200254,10071.99185
200255,6737.759105
200256,2559.090308
200257,9050.386788
200258,3518.269002
200259,7236.277807
200260,1813.236368
200261,4933.002437
200262,2626.300239
200263,8157.899499
200264,6034.285444
200265,4883.207602
200266,1143.310635
200267,11749.71106
200268,7124.319439
200269,3025.980623
200270,9272.411007
200271,2913.623369
200272,3383.54899
200273,12317.37379
200274,483.4119557
200275,14175.77081
200276,1650.266511
200277,2930.073047
200278,1799.99044
200279,10351.07233
200280,2389.68658
200281,798.5104558
200282,11127.31977
200283,5915.117752
200284,523.7449782
200285,4869.579066
200286,2109.217807
200287,11896.19076
200288,12700.61352
200289,3655.68984
200290,5941.851494
200291,8536.667875
200292,2602.032368
200293,8820.329368
200294,6765.000064
200295,2079.31891
200296,2602.001175
200297,6568.311885
200298,1433.594602
200299,4694.718482
200300,4893.300386
200301,4011.448644
200302,1487.39029
200303,6372.087009
200304,2356.649789
200305,3678.395757
200306,1624.883441
200307,14529.03173
200308,1374.936588
200309,1145.101573
200310,1061.253768
200311,1263.541209
200312,9588.703398
200313,1990.740594
200314,3379.748942
200315,966.9039038
200316,32489.79228
200317,2408.532133
200318,604.3232316
200319,9585.276611
200320,3877.202889
200321,24872.77416
200322,7404.943601
200323,1584.077252
200324,20792.9372
200325,4550.623715
200326,2301.589202
200327,20819.95365
200328,777.3782992
200329,7595.536843
200330,1920.787615
200331,1654.239401
200332,12085.20075
200333,1295.606811
200334,474.1206381
200335,1413.416068
200336,1687.367413
200337,997.4194351
200338,1435.866241
200339,12211.9893
200340,29264.02468
200341,2628.974862
200342,5443.471222
200343,1717.929964
200344,5107.870016
200345,6362.360735
200346,1028.539612
200347,11135.78814
200348,9974.458675
200349,871.9260114
200350,8371.058578
200351,2428.396037
200352,838.6455104
200353,1708.24551
200354,3124.395951
200355,721.4717897
200356,3226.413848
200357,1994.991947
200358,2634.102277
200359,7461.069501
200360,14703.02992
200361,1751.383357
200362,2522.833888
200363,1513.074489
200364,6096.956703
200365,9314.092037
200366,1209.952609
200367,5966.239895
200368,6840.7726
200369,5753.208667
200370,1073.746072
200371,10648.07103
200372,1185.287476
200373,1185.182114
200374,920.8360332
200375,1221.709153
200376,1835.72396
200377,1947.088571
200378,1192.102835
200379,1528.236058
200380,711.639875
200381,2663.351829
200382,26486.09337
200383,2228.398235
200384,2418.615045
200385,957.4008454
200386,1360.988813
200387,3376.951718
200388,7540.798827
200389,5746.347423
200390,439.6887852
200391,3103.445138
200392,1437.412454
200393,2570.271345
200394,3538.119584
200395,375.2287807
200396,2711.001033
200397,1241.938343
200398,2241.114368
200399,777.4085813
200400,1942.033001
200401,4082.502658
200402,1602.435932
200403,3255.292022
200404,701.0518073
200405,722.2412374
200406,1661.121758
200407,1354.874452
200408,6600.889511
200409,11328.27975
200410,6527.984472
200411,1458.243205
200412,19403.94503
200413,11378.5782
200414,4365.900177
200415,8510.504411
200416,7714.745911
200417,1887.864488
200418,954.2563625
200419,15262.23204
200420,17355.91958
200421,1222.444165
200422,1344.789231
200423,1024.195755
200424,48659.98046
200425,8828.422384
200426,3830.620999
200427,18310.14817
200428,1836.93779
200429,4079.795422
200430,2546.032792
200431,2406.690281
200432,4450.784986
200433,13969.38628
200434,885.6333566
200435,5430.393341
200436,10121.17438
200437,797.4282969
200438,310.4698896
200439,1167.128053
200440,1311.986176
200441,1207.947636
200442,1353.456352
200443,6596.588955
200444,1446.890898
200445,2718.400228
200446,4502.150321
