SaleID,price
200000,1231.755532
200001,1826.121037
200002,7709.835663
200003,858.3022447
200004,1986.4881
200005,1252.218511
200006,341.5470417
200007,2913.313677
200008,8000
200009,603.6888783
200010,569.2654897
200011,2570.806195
200012,5197.524681
200013,7336.871294
200014,1320.72744
200015,256.2447903
200016,1585.725278
200017,8421.25741
200018,6601.568343
200019,695.953034
200020,23448.81438
200021,7544.08711
200022,1921.535387
200023,1504.176055
200024,807.3364237
200025,6797.418208
200026,212.248221
200027,12148.63988
200028,4054.613948
200029,7947.70375
200030,18946.6262
200031,13345.05925
200032,606.3822775
200033,13410.05936
200034,618.6179358
200035,2024.574699
200036,13418.97084
200037,5475.932121
200038,1597.403888
200039,332.3482287
200040,631.9935166
200041,21053.74536
200042,451.6515917
200043,7310.05233
200044,18030.43144
200045,553.27242
200046,17446.42267
200047,17973.56965
200048,2132.755775
200049,2970.397364
200050,795.5641822
200051,4428.023422
200052,2719.874299
200053,488.5592559
200054,13714.35824
200055,10638.61738
200056,7716.676322
200057,3333.815709
200058,968.1813513
200059,5206.872144
200060,8177.88806
200061,1216.661205
200062,5527.761205
200063,8140.567768
200064,1293.286429
200065,1699.77809
200066,514.0906488
200067,11408.63834
200068,193.3561532
200069,18411.90825
200070,9289.486569
200071,300.4855867
200072,6576.163597
200073,18884.81759
200074,4662.170763
200075,15224.1434
200076,3014.131021
200077,303.3500132
200078,346.7471904
200079,2579.777356
200080,3326.548999
200081,1977.375599
200082,3483.501935
200083,427.0931992
200084,1229.015455
200085,724.7770144
200086,7019.723801
200087,3367.266744
200088,2667.943815
200089,41400
200090,2994.343995
200091,211.3809412
200092,1680.72435
200093,15459.36931
200094,6482.924461
200095,5897.294734
200096,2732.002778
200097,1238.688595
200098,438.240648
200099,20634.14855
200100,20918.38453
200101,7269.896629
200102,1788.106122
200103,10817.04102
200104,4905.262644
200105,3958.477161
200106,7823.607218
200107,1770.659817
200108,13930.72626
200109,7839.492145
200110,1000.356583
200111,1939.815248
200112,1798.347321
200113,761.8076354
200114,2030.599941
200115,1304.512918
200116,13434.17195
200117,14573.61676
200118,69046.62825
200119,212.5053127
200120,3195.711514
200121,2799.548322
200122,681.3763582
200123,2385.818259
200124,57315.03935
200125,641.969846
200126,3500.71113
200127,14440.24078
200128,1386.917615
200129,6004.994136
200130,3870.036839
200131,3006.073058
200132,1359.552907
200133,2349.583011
200134,1253.002496
200135,2797.162034
200136,4013.535248
200137,633.7968072
200138,10947.32289
200139,6622.807705
200140,2800.222565
200141,1527.779914
200142,6181.131081
200143,6797.887033
200144,1460.746442
200145,6125.104635
200146,2623.608928
200147,4671.343447
200148,2987.097688
200149,213.5564973
200150,10839.28714
200151,5570.289247
200152,684.6928358
200153,499.1362349
200154,6857.834111
200155,3236.7028
200156,16374.4214
200157,8544.388902
200158,10000
200159,2107.673612
200160,6010.464126
200161,7204.145037
200162,6463.267886
200163,993.259156
200164,16678.60266
200165,15946.17153
200166,26568.27768
200167,3779.834731
200168,35333.00765
200169,794.2981805
200170,2607.559589
200171,8688.67125
200172,1966.615979
200173,32305.70714
200174,606.2626545
200175,2511.39007
200176,9360.021277
200177,5955.284109
200178,5307.829163
200179,2794.831262
200180,884.3112785
200181,17898.69915
200182,4563.546081
200183,1908.085879
200184,2133.872741
200185,3305.132531
200186,3793.328085
200187,7529.088844
200188,10406.24862
200189,12179.99092
200190,4425.615943
200191,2457.15837
200192,866.4827539
200193,3891.125325
200194,6701.477231
200195,2326.668237
200196,758.3471043
200197,23886.86474
200198,976.2993953
200199,4468.387147
200200,815.8282476
200201,8056.445855
200202,2133.233822
200203,1683.065473
200204,8073.584236
200205,5212.26654
200206,803.158172
200207,4386.911322
200208,5477.075538
200209,1237.948523
200210,13917.05876
200211,5415.966703
200212,6544.684366
200213,8318.469869
200214,20838.43244
200215,6399.344085
200216,3225.928222
200217,1221.038569
200218,10534.82837
200219,1228.113585
200220,2563.962883
200221,7407.400506
200222,2246.117877
200223,791.5189616
200224,13252.40524
200225,3322.926569
200226,1169.514785
200227,7756.428013
200228,209.0954311
200229,5923.110717
200230,8798.001093
200231,4723.160353
200232,1145.18718
200233,7168.355812
200234,397.5017253
200235,8093.56049
200236,6028.321743
200237,4727.279946
200238,7318.137799
200239,8719.94301
200240,23964.57524
200241,10052.03564
200242,3950.874989
200243,3518.57445
200244,6579.643301
200245,3856.476296
200246,3700.057174
200247,847.7946202
200248,248.3824766
200249,10684.2077
200250,37263.45235
200251,10550.30138
200252,890.0598888
200253,10801.13483
200254,10922.61931
200255,6856.694043
200256,2288.307614
200257,9031.685913
200258,3032.426393
200259,8085.591707
200260,1504.540874
200261,4261.909369
200262,2718.567792
200263,8739.189622
200264,6333.057415
200265,5809.326451
200266,846.2703644
200267,14293.28802
200268,6774.672175
200269,3633.202709
200270,9055.012707
200271,2511.154654
200272,3176.423126
200273,16695.24599
200274,465.8430221
200275,14467.60113
200276,1362.131688
200277,2683.976618
200278,1474.548024
200279,8631.772854
200280,2093.503928
200281,899.2421395
200282,13176.02984
200283,6510.627238
200284,383.4795641
200285,4606.567429
200286,2778.038172
200287,11948.1038
200288,12614.71543
200289,3166.523332
200290,6487.575857
200291,7439.420843
200292,2916.074657
200293,8521.149937
200294,5806.828603
200295,3013.234099
200296,3028.830443
200297,6769.106999
200298,1415.597615
200299,4261.529815
200300,5502.231272
200301,4765.952932
200302,1531.379273
200303,6667.580378
200304,2083.152468
200305,3998.66112
200306,1859.511613
200307,15027.32671
200308,1366.983392
200309,1112.74165
200310,1113.548541
200311,1483.349467
200312,11439.72491
200313,1876.365915
200314,5706.625196
200315,710.6972386
200316,39709.88252
200317,2724.984801
200318,416.817384
200319,10706.49601
200320,3876.259178
200321,27389.94423
200322,15834.17203
200323,1337.8348
200324,26433.36625
200325,5960.528691
200326,2181.407031
200327,21526.96351
200328,521.8697036
200329,7837.489848
200330,1816.321886
200331,1545.082419
200332,10543.4494
200333,1192.565268
200334,443.762974
200335,1209.213482
200336,1479.602701
200337,550.8369497
200338,1966.02141
200339,13849.40591
200340,29286.54958
200341,2274.345076
200342,6190.066655
200343,1719.88158
200344,5581.076401
200345,6833.50992
200346,1177.007475
200347,12214.08427
200348,10131.77527
200349,781.0561557
200350,14102.49082
200351,1958.585249
200352,703.9547112
200353,1299.520778
200354,2766.258486
200355,836.7605365
200356,3608.956306
200357,1987.601839
200358,3099.553854
200359,10243.73739
200360,16493.95869
200361,1865.344653
200362,2034.763648
200363,1514.175621
200364,7593.947725
200365,10430.42393
200366,1003.877292
200367,6239.354406
200368,6877.406942
200369,5344.983352
200370,960.18068
200371,10864.53994
200372,1238.060438
200373,1237.609578
200374,942.6932766
200375,1153.913657
200376,2512.680208
200377,1857.327999
200378,1744.237419
200379,2292.877382
200380,764.5202045
200381,3887.120298
200382,27904.34942
200383,1711.611734
