SaleID,price
200000,1248.620205
200001,1903.549512
200002,8145.913559
200003,915.0908892
200004,1959.219343
200005,1395.257903
200006,347.8316253
200007,3243.335612
200008,8000
200009,603.4774696
200010,576.7268771
200011,2374.094151
200012,5298.995333
200013,7219.600233
200014,1234.173961
200015,256.6137775
200016,1570.200722
200017,8057.474331
200018,7187.584749
200019,651.6340404
200020,22534.12651
200021,7651.319614
200022,1902.050386
200023,1467.951963
200024,813.9953291
200025,7367.890818
200026,250.4599931
200027,12664.42359
200028,4013.964444
200029,7797.436918
200030,18185.6313
200031,14461.03806
200032,580.1794343
200033,12787.62092
200034,829.3531431
200035,1992.023342
200036,14126.51365
200037,5571.602566
200038,1577.61266
200039,319.6687864
200040,647.4437599
200041,21502.45644
200042,428.8148489
200043,7655.508257
200044,17574.19452
200045,568.1255202
200046,17683.63806
200047,17956.02361
200048,2276.956592
200049,3013.043317
200050,713.7876327
200051,4453.244965
200052,2007.476833
200053,505.4624368
200054,14374.44732
200055,10812.7074
200056,8037.833961
200057,3315.922977
200058,977.9036259
200059,5242.087714
200060,7938.639528
200061,1200.243494
200062,5790.963878
200063,8127.488952
200064,1330.992545
200065,1765.770787
200066,517.1441616
200067,10206.7887
200068,204.7873479
200069,18755.5407
200070,9100.219308
200071,287.0113217
200072,6447.740834
200073,21170.49429
200074,4850.447381
200075,17060.52331
200076,3305.44912
200077,298.2057277
200078,350.3792086
200079,2889.709927
200080,3326.420694
200081,2139.130344
200082,3968.616156
200083,428.7891851
200084,1285.085432
200085,1067.913082
200086,7132.931858
200087,3342.81104
200088,2560.368358
200089,41400
200090,3082.175751
200091,202.0660839
200092,1895.046388
200093,15546.10586
200094,6820.982267
200095,6125.91626
200096,2499.405871
200097,1210.54327
200098,431.6551602
200099,20083.12323
200100,21048.21862
200101,7128.486169
200102,1786.259329
200103,10411.3501
200104,4908.679593
200105,4011.077485
200106,8134.832623
200107,1858.405734
200108,13847.032
200109,7797.110764
200110,1063.548089
200111,1915.909655
200112,1765.357964
200113,1035.527024
200114,2191.13573
200115,1363.242519
200116,13028.80832
200117,14678.93115
200118,66570.49931
200119,214.5815807
200120,3330.925832
200121,2602.129143
200122,679.9116119
200123,2590.889431
200124,49787.9847
200125,742.0983261
200126,3362.547544
200127,13285.36309
200128,1408.383381
200129,6195.54254
200130,3544.081281
200131,2883.725693
200132,1273.45541
200133,2416.170893
200134,1255.739393
200135,2698.565013
200136,3972.025018
200137,416.2364229
200138,10372.71211
