SaleId,0
200000,861.0128332
200001,6263.605439
200002,12566.99623
200003,754.6741193
200004,2518.099218
200005,262.0313395
200006,4922.880049
200007,5303.883002
200008,14897.11582
200009,2817.087737
200010,4534.800746
200011,3743.954976
200012,7119.636672
200013,10904.8933
200014,3835.939868
200015,5986.825701
200016,1060.355538
200017,13727.95265
200018,11391.13481
200019,4470.935939
200020,18122.27889
200021,7813.362115
200022,2032.119204
200023,216.4919028
200024,596.9734592
200025,9027.411684
200026,2810.471154
200027,10740.39146
200028,6407.556107
200029,8540.336041
200030,14675.94937
200031,12276.96711
200032,2014.756776
200033,11301.34057
200034,1186.285625
200035,3046.082592
200036,15163.79656
200037,13170.10907
200038,951.5973673
200039,5477.824782
200040,1080.638286
200041,15269.78097
200042,4220.288013
200043,8864.927434
200044,16219.07553
200045,2863.182088
200046,12617.90885
200047,15457.97403
200048,2153.573366
200049,3633.341292
200050,2541.224523
200051,7566.780466
200052,5548.72028
200053,3020.977706
200054,15535.15566
200055,13332.31073
200056,8548.715427
200057,4954.993959
200058,581.0062661
200059,7103.502921
200060,8369.484407
200061,1306.757189
200062,10755.82823
200063,9018.459322
200064,85.6672993
200065,1862.061814
200066,2339.468279
200067,12557.83432
200068,7799.502497
200069,14817.02168
200070,12263.21124
200071,3206.410812
200072,9136.506745
200073,13742.45815
200074,5797.386848
200075,12486.90492
200076,6509.329224
200077,3356.106764
200078,5270.859532
200079,3384.933186
200080,4005.488936
200081,1664.703743
200082,6774.429223
200083,4112.356224
200084,2814.203396
200085,1578.246823
200086,11628.73186
200087,5313.301117
200088,3630.653353
200089,20639.3741
200090,4949.213783
200091,5497.596771
200092,2971.491171
200093,12383.17221
200094,12556.80777
200095,5944.808905
200096,2820.696375
200097,883.0750593
200098,3464.964589
200099,15091.1888
200100,16300.98159
200101,8815.917532
200102,2597.382315
200103,16296.17035
200104,9023.680025
200105,9225.667708
200106,12222.56699
200107,4839.957526
200108,17090.03318
200109,10049.97012
200110,1619.915274
200111,3929.86911
200112,1476.194716
200113,4859.374504
200114,2917.956855
200115,365.637983
200116,12877.36862
200117,13985.14326
200118,23698.40167
200119,7263.697278
200120,5291.369688
200121,3388.719498
200122,1205.974975
200123,3642.190996
200124,23034.8954
200125,1789.763097
